arrival_time,start_time,finish_time,wait_time,queue_length
03-05-2023 07.47,03-05-2023 08.03,2023-05-03 08:15:50,15.63,5.0
05-03-2024 11.30,05-03-2024 11.52,2024-03-05 12:03:38,21.85,33.0
22-06-2023 21.19,22-06-2023 21.46,2023-06-22 21:52:58,26.27,
06-07-2023 16.21,06-07-2023 16.45,2023-07-06 16:47:23,24.18,21.0
30-12-2023 00.28,30-12-2023 00.49,2023-12-30 01:03:10,20.94,28.0
06-11-2023 09.23,06-11-2023 09.47,2023-11-06 09:57:59,23.76,37.0
31-12-2023 20.47,31-12-2023 21.04,2023-12-31 21:19:18,17.13,22.0
29-06-2023 00.48,29-06-2023 01.10,2023-06-29 01:13:54,22.17,36.0
24-02-2024 02.23,24-02-2024 02.42,2024-02-24 02:47:10,19.1,24.0
23-04-2023 12.27,23-04-2023 12.57,2023-04-23 13:08:46,30.23,58.0
20-02-2024 21.56,2024-02-20 22:16,2024-02-20 22:30:58,20.54,36.0
,21-04-2023 09.39,2023-04-21 09:53:02,28.57,26.0
30-03-2023 1.58,30-03-2023 2.08,2023-03-30 02:22:04.600000000,13.46,27.0
03-05-2023 09.09,03-05-2023 09.29,2023-05-03 09:38:25,20.28,28.0
08-04-2023 22.16,08-04-2023 22.37,08-04-2023 22:39:54.310208,20.16,34.0
13-07-2023 03.34,2023-07-13 03:48,2023-07-13 04:03:00,14.12,16.0
27-12-2023 00.49,27-12-2023 01.04,2023-12-27 01:15:00,15.05,28.0
27-09-2023 06.17,27-09-2023 06.33,2023-09-27 06:45:52,15.34,24.0
04-09-2023 04.31,04-09-2023 05.15,2023-09-04 05:27:45,44.13,73.0
07-10-2023 13.30,07-10-2023 13.58,2023-10-07 14:21:46,27.6,26.0
21-06-2023 08.02,21-06-2023 08.24,2023-06-21 08:38:08,21.28,30.0
21-07-2023 06.56,21-07-2023 07.20,21-07-2023 07:29:04.892003,23.53,
30-03-2023 9.49,30-03-2023 9.52,2023-03-30 10:04:28.000000000,12.4,10.0
15-01-2024 09.43,15-01-2024 10.06,2024-01-15 10:17:25,129.57,28.0
2023/09/23 11:12:33,23-09-2023 11.35,2023-09-23 11:38:09,23.28,29.0
10-03-2024 11.37,10-03-2024 11.50,2024-03-10 11:57:49,13.12,23.0
2024/02/08 09:27:32,08-02-2024 09.50,2024-02-08 10:07:17,23.13,39.0
20-05-2023 00.32,20-05-2023 00.49,2023-05-20 00:59:31,55.4,45.0
01-12-2023 17.08,01-12-2023 17.35,2023-12-01 17:48:47,27.31,45.0
31-01-2024 01.06,31-01-2024 01.39,2024-01-31 01:55:42,32.38,47.0
17-03-2024 04.16,17-03-2024 04.44,2024-03-17 05:01:05,27.28,36.0
30-03-2023 12.33,30-03-2023 12.37,2023-03-30 12:41:50.200000000,4.72,40.0
03-02-2024 03.48,03-02-2024 04.12,2024-02-03 04:25:17,23.98,32.0
27-09-2023 18.37,27-09-2023 18.49,2023-09-27 19:11:33,11.76,0.0
2023/07/04 13:50:14,04-07-2023 14.21,04-07-2023 14:25:12.761459,31.68,47.0
09-10-2023 17.42,09-10-2023 18.03,2023-10-09 18:17:17,21.5,23.0
27-06-2023 23.17,27-06-2023 23.36,2023-06-27 23:49:36,19.0,50.0
17-07-2023 23.43,18-07-2023 00.07,2023-07-18 00:27:05,23.35,16.0
04-05-2023 21.25,04-05-2023 21.44,2023-05-04 21:56:43,19.57,25.0
25-09-2023 10.16,25-09-2023 10.37,2023-09-25 10:46:15,20.84,21.0
18-11-2023 07.40,18-11-2023 08.00,2023-11-18 08:10:42,20.13,27.0
16-06-2023 05.39,16-06-2023 06.02,2023-06-16 06:13:39,22.12,23.0
18-12-2023 11.27,18-12-2023 11.59,18-12-2023 12:12:16.514676,32.66,36.0
28-11-2023 23.22,28-11-2023 23.34,2023-11-28 23:48:00,11.86,14.0
20-07-2023 01.56,20-07-2023 02.21,2023-07-20 02:35:06,25.4,
21-10-2023 09.08,21-10-2023 09.23,2023-10-21 09:36:38,15.65,23.0
24-03-2024 11.57,24-03-2024 12.31,2024-03-24 12:45:01,34.13,38.0
2024/02/22 08:20:33,22-02-2024 08.51,2024-02-22 09:05:23,30.82,36.0
30-03-2023 13.55,30-03-2023 13.55,2023-03-30 13:57:17.800000000,1.53,25.0
21-04-2023 03.17,21-04-2023 03.35,2023-04-21 03:48:09,18.45,35.0
30-03-2023 21.09,30-03-2023 21.18,2023-03-30 21:29:05.400000000,10.24,44.0
10-08-2023 20.20,10-08-2023 20.50,2023-08-10 20:57:29,29.56,35.0
30-03-2023 3.02,30-03-2023 3.11,2023-03-30 03:20:06.000000000,8.85,45.0
05-02-2024 18.15,05-02-2024 18.28,2024-02-05 18:40:10,12.35,0.0
28-01-2024 23.15,28-01-2024 23.33,2024-01-28 23:41:19,17.91,24.0
13-04-2023 18.03,13-04-2023 18.27,2023-04-13 18:49:56,23.66,24.0
2023/10/26 23:35:50,27-10-2023 00.04,2023-10-27 00:21:12,28.19,35.0
13-11-2023 17.31,13-11-2023 17.54,2023-11-13 18:08:00,23.19,40.0
14-06-2023 17.27,2023-06-14 17:53,2023-06-14 18:06:03,25.89,44.0
19-01-2024 18.25,19-01-2024 18.32,2024-01-19 18:45:43,7.91,46.0
03-12-2023 00.27,03-12-2023 00.52,2023-12-03 00:57:28,24.6,33.0
2024/02/05 14:18:54,05-02-2024 14.36,2024-02-05 14:54:47,17.56,46.0
30-04-2023 23.58,01-05-2023 00.32,01-05-2023 00:40:21.185996,,
30-03-2023 20.49,30-03-2023 20.58,2023-03-30 21:08:56.600000000,10.01,22.0
06-07-2023 05.44,06-07-2023 06.07,2023-07-06 06:19:23,22.46,35.0
30-03-2023 14.12,30-03-2023 14.22,2023-03-30 14:39:19.400000000,16.79,17.0
17-08-2023 16.00,17-08-2023 16.17,2023-08-17 16:29:03,17.78,20.0
23-12-2023 20.32,23-12-2023 20.55,2023-12-23 21:07:32,22.38,43.0
12-12-2023 11.54,12-12-2023 12.05,2023-12-12 12:15:39,11.55,25.0
01-03-2024 11.49,01-03-2024 12.09,2024-03-01 12:20:11,19.47,38.0
30-03-2023 20.49,30-03-2023 20.49,2023-03-30 21:10:51.800000000,20.93,22.0
31-05-2023 12.40,31-05-2023 12.58,2023-05-31 13:11:28,17.33,22.0
01-09-2023 10.53,2023-09-01 11:09,2023-09-01 11:21:03,15.46,38.0
02-02-2024 09.43,02-02-2024 10.02,2024-02-02 10:11:24,19.07,31.0
30-03-2023 07.23,30-03-2023 07.44,2023-03-30 08:04:43,20.76,38.0
10-04-2023 17.47,10-04-2023 18.02,2023-04-10 18:14:06,15.23,32.0
01-07-2023 16.38,01-07-2023 16.57,2023-07-01 17:02:47,19.14,
14-10-2023 04.20,14-10-2023 04.53,2023-10-14 05:12:22,33.28,35.0
,24-10-2023 18.53,2023-10-24 19:04:46,25.77,14.0
17-01-2024 17.54,17-01-2024 18.15,2024-01-17 18:32:11,21.48,40.0
22-03-2024 19.08,22-03-2024 19.37,2024-03-22 19:52:13,29.82,50.0
15-03-2024 13.53,15-03-2024 14.20,2024-03-15 14:24:54,26.34,37.0
05-09-2023 20.12,05-09-2023 20.30,2023-09-05 20:40:55,18.15,37.0
25-06-2023 18.42,25-06-2023 19.08,2023-06-25 19:14:13,25.77,34.0
22-04-2023 08.33,22-04-2023 08.58,2023-04-22 09:12:17,24.8,32.0
2023/12/29 07:13:34,29-12-2023 07.22,2023-12-29 07:27:31,9.05,9.0
29-04-2023 06.41,29-04-2023 07.10,2023-04-29 07:14:22,28.83,35.0
30-03-2023 3.02,30-03-2023 3.03,2023-03-30 03:00:29.400000000,-2.76,45.0
30-03-2023 0.10,30-03-2023 0.20,2023-03-30 00:20:24.400000000,0.34,28.0
27-09-2023 09.09,27-09-2023 09.30,2023-09-27 09:36:50,20.88,29.0
26-04-2023 17.28,26-04-2023 17.50,2023-04-26 17:52:19,21.86,33.0
22-10-2023 18.00,22-10-2023 18.30,2023-10-22 18:35:08,29.39,45.0
30-03-2023 6.51,30-03-2023 7.01,2023-03-30 07:16:01.599999999,14.36,24.0
25-04-2023 05.19,25-04-2023 05.41,2023-04-25 05:50:01,22.13,37.0
07-03-2024 07.46,07-03-2024 08.14,2024-03-07 08:28:00,28.13,40.0
2023/12/15 11:11:07,15-12-2023 11.33,2023-12-15 11:53:35,22.02,34.0
,25-06-2023 01.29,2023-06-25 01:34:53,21.61,45.0
30-03-2023 8.42,30-03-2023 8.45,2023-03-30 08:55:02.000000000,9.25,47.0
24-01-2024 10.35,24-01-2024 11.04,2024-01-24 11:09:37,29.31,45.0
02-08-2023 14.50,02-08-2023 15.13,2023-08-02 15:21:03,23.07,43.0
12-06-2023 23.23,12-06-2023 23.51,2023-06-12 23:54:42,28.22,45.0
06-12-2023 09.38,06-12-2023 09.57,2023-12-06 10:06:10,19.5,20.0
31-05-2023 06.33,31-05-2023 07.01,2023-05-31 07:23:36,27.95,42.0
10-01-2024 22.05,10-01-2024 22.26,2024-01-10 22:33:57,20.88,18.0
18-02-2024 23.59,19-02-2024 00.21,2024-02-19 00:24:22,22.39,40.0
21-01-2024 20.49,21-01-2024 21.08,2024-01-21 21:17:55,19.11,49.0
15-01-2024 02.21,15-01-2024 02.44,2024-01-15 02:58:22,22.48,22.0
28-03-2024 22.06,28-03-2024 22.33,2024-03-28 22:42:47,26.47,
12-04-2023 12.01,12-04-2023 12.25,12-04-2023 12:33:44.204019,23.23,32.0
28-07-2023 09.05,28-07-2023 09.31,2023-07-28 09:38:41,25.89,32.0
16-10-2023 10.40,16-10-2023 11.00,2023-10-16 11:14:13,19.72,25.0
22-06-2023 23.57,23-06-2023 00.07,2023-06-23 00:09:43,10.57,31.0
21-08-2023 01.07,21-08-2023 01.34,21-08-2023 01:36:49.475390,27.36,46.0
16-12-2023 13.46,16-12-2023 14.01,2023-12-16 14:17:38,14.14,23.0
11-02-2024 07.48,11-02-2024 07.59,2024-02-11 08:05:37,11.86,28.0
16-11-2023 07.59,16-11-2023 08.25,2023-11-16 08:37:05,26.19,37.0
06-12-2023 21.40,06-12-2023 22.02,06-12-2023 22:08:08.479691,21.68,20.0
27-05-2023 12.43,27-05-2023 12.50,27-05-2023 12:54:41.551544,7.12,26.0
12-02-2024 21.23,12-02-2024 21.37,2024-02-12 21:48:06,13.96,32.0
20-05-2023 00.47,20-05-2023 01.12,2023-05-20 01:25:16,25.41,19.0
18-10-2023 10.19,18-10-2023 10.39,2023-10-18 10:54:14,19.57,
06-02-2024 12.51,06-02-2024 13.18,2024-02-06 13:37:36,26.93,
24-05-2023 14.25,24-05-2023 14.56,2023-05-24 15:11:00,31.37,51.0
14-07-2023 17.02,2023-07-14 17:26,2023-07-14 17:36:20,24.01,41.0
30-03-2023 5.34,30-03-2023 5.38,2023-03-30 05:48:39.599999999,10.36,50.0
01-06-2023 18.01,01-06-2023 18.19,2023-06-01 18:27:55,17.85,24.0
16-11-2023 00.31,16-11-2023 00.53,2023-11-16 00:58:53,22.4,36.0
06-02-2024 17.55,06-02-2024 18.19,2024-02-06 18:21:39,24.32,25.0
08-07-2023 07.38,08-07-2023 08.00,2023-07-08 08:21:14,22.51,40.0
04-11-2023 07.13,04-11-2023 07.33,2023-11-04 07:49:25,20.11,27.0
11-11-2023 23.40,11-11-2023 23.58,2023-11-12 00:09:45,18.21,12.0
18-12-2023 12.04,18-12-2023 12.28,2023-12-18 12:43:36,,
07-05-2023 10.24,07-05-2023 10.36,2023-05-07 10:38:44,12.59,2.0
16-03-2024 00.04,2024-03-16 00:19,2024-03-16 00:28:33,14.92,17.0
11-01-2024 05.20,11-01-2024 05.35,2024-01-11 05:49:41,15.08,17.0
22-03-2024 11.45,22-03-2024 12.16,2024-03-22 12:30:28,31.65,39.0
30-03-2023 12.33,30-03-2023 12.40,2023-03-30 12:46:10.599999999,6.06,40.0
11-06-2023 02.32,11-06-2023 02.54,2023-06-11 03:00:57,22.21,27.0
30-03-2023 3.02,30-03-2023 3.03,2023-03-30 03:13:21.599999999,10.11,45.0
17-10-2023 21.21,17-10-2023 21.51,2023-10-17 22:06:02,30.24,35.0
,15-01-2024 07.54,2024-01-15 07:59:37,24.72,43.0
03-05-2023 00.45,03-05-2023 01.07,2023-05-03 01:11:22,22.14,28.0
30-03-2023 8.42,30-03-2023 8.49,2023-03-30 09:06:03.800000000,16.28,47.0
30-12-2023 00.51,30-12-2023 01.05,2023-12-30 01:16:00,13.56,31.0
03-05-2023 10.35,03-05-2023 10.48,2023-05-03 11:00:23,13.02,14.0
04-02-2024 17.04,04-02-2024 17.20,2024-02-04 17:25:10,16.17,16.0
09-03-2024 02.00,09-03-2024 02.24,2024-03-09 02:34:46,23.33,49.0
29-02-2024 20.27,29-02-2024 20.48,2024-02-29 21:00:00,21.33,17.0
18-10-2023 18.00,18-10-2023 18.22,2023-10-18 18:32:22,22.02,26.0
06-09-2023 00.25,06-09-2023 00.48,2023-09-06 01:09:05,22.59,38.0
30-03-2023 14.12,30-03-2023 14.12,2023-03-30 14:32:00.800000000,19.48,17.0
21-07-2023 06.36,21-07-2023 06.55,2023-07-21 07:05:43,19.47,30.0
27-03-2024 01.45,27-03-2024 02.10,2024-03-27 02:24:52,25.02,17.0
30-03-2023 12.33,30-03-2023 12.35,2023-03-30 12:45:49.600000000,10.71,40.0
28-08-2023 14.01,28-08-2023 14.30,2023-08-28 14:37:13,28.72,49.0
15-08-2023 23.22,15-08-2023 23.50,2023-08-16 00:05:34,27.59,34.0
2023/10/18 14:03:23,2023-10-18 14:35,2023-10-18 14:54:59,,34.0
06-05-2023 12.40,06-05-2023 13.07,2023-05-06 13:15:21,27.02,31.0
30-03-2023 18.31,30-03-2023 18.37,2023-03-30 18:49:27.000000000,12.05,30.0
2023/05/22 19:37:04,22-05-2023 19.53,2023-05-22 20:01:03,16.27,28.0
14-03-2024 06.58,14-03-2024 07.11,2024-03-14 07:24:24,13.23,15.0
27-06-2023 09.05,2023-06-27 09:37,2023-06-27 09:39:19,31.66,56.0
24-01-2024 10.44,24-01-2024 11.03,2024-01-24 11:05:43,19.26,27.0
22-04-2023 17.06,22-04-2023 17.19,2023-04-22 17:21:53,13.87,14.0
20-06-2023 08.21,20-06-2023 08.41,2023-06-20 08:47:29,20.3,34.0
30-03-2023 1.58,30-03-2023 2.04,2023-03-30 02:16:49.000000000,12.2,27.0
10-07-2023 10.19,10-07-2023 10.40,2023-07-10 10:53:52,21.08,28.0
10-05-2023 14.58,10-05-2023 15.21,2023-05-10 15:32:49,23.44,37.0
14-04-2023 01.32,2023-04-14 01:46,2023-04-14 01:55:55,13.89,20.0
27-05-2023 13.10,2023-05-27 13:38,2023-05-27 13:56:06,27.94,25.0
05-12-2023 07.33,05-12-2023 07.16,2023-12-05 07:47:47,16.92,18.0
2023/07/11 09:24:35,11-07-2023 09.42,2023-07-11 09:56:45,18.15,37.0
30-03-2023 6.51,30-03-2023 6.58,2023-03-30 07:25:38.800000000,26.98,24.0
18-09-2023 10.59,18-09-2023 11.21,2023-09-18 11:40:41,21.84,29.0
21-09-2023 12.56,21-09-2023 13.17,2023-09-21 13:27:05,20.55,45.0
04-08-2023 08.11,04-08-2023 08.22,2023-08-04 08:27:47,11.3,18.0
21-02-2024 02.43,21-02-2024 03.08,2024-02-21 03:25:10,25.66,7.0
14-01-2024 04.36,14-01-2024 04.55,2024-01-14 05:04:57,19.11,38.0
12-09-2023 01.18,12-09-2023 01.47,2023-09-12 01:59:46,29.2,39.0
28-07-2023 12.43,28-07-2023 12.45,2023-07-28 12:59:01,1.27,3.0
03-10-2023 17.36,2023-10-03 17:38,2023-10-03 17:52:09,2.64,0.0
09-02-2024 21.56,09-02-2024 22.23,2024-02-09 22:36:07,26.76,41.0
30-03-2023 3.02,30-03-2023 3.10,2023-03-30 03:27:51.599999999,17.61,45.0
30-03-2023 18.31,30-03-2023 18.39,2023-03-30 18:56:14.400000000,16.84,30.0
20-06-2023 04.43,20-06-2023 05.02,2023-06-20 05:04:52,19.49,41.0
04-02-2024 11.27,04-02-2024 12.00,2024-02-04 12:15:09,32.77,52.0
30-10-2023 10.51,30-10-2023 11.06,2023-10-30 11:19:32,15.33,16.0
02-08-2023 19.13,02-08-2023 19.23,2023-08-02 19:36:04,10.25,24.0
30-03-2023 1.58,30-03-2023 2.00,2023-03-30 02:05:36.400000000,,27.0
03-02-2024 08.27,03-02-2024 08.35,2024-02-03 08:54:06,7.79,7.0
12-05-2023 09.49,12-05-2023 10.11,2023-05-12 10:23:54,22.43,47.0
21-08-2023 17.58,21-08-2023 18.15,2023-08-21 18:26:27,17.87,24.0
12-10-2023 22.25,12-10-2023 22.50,2023-10-12 23:12:02,25.36,37.0
30-03-2023 1.58,30-03-2023 1.59,2023-03-30 02:13:24.400000000,13.79,27.0
30-03-2023 16.45,30-03-2023 16.45,2023-03-30 17:03:15.200000000,18.12,27.0
15-05-2023 07.53,15-05-2023 07.58,2023-05-15 08:08:43,4.56,24.0
17-04-2023 13.28,17-04-2023 14.03,2023-04-17 14:12:01,34.98,46.0
30-03-2023 17.34,30-03-2023 17.37,2023-03-30 17:52:49.400000000,14.94,16.0
13-07-2023 14.36,13-07-2023 14.56,13-07-2023 15:06:24.817589,19.53,26.0
25-11-2023 13.02,2023-11-25 13:29,2023-11-25 13:43:46,27.45,40.0
22-10-2023 05.08,22-10-2023 05.19,2023-10-22 05:34:56,11.0,7.0
18-09-2023 05.03,18-09-2023 05.33,2023-09-18 05:40:16,30.16,28.0
2023/07/13 04:47:33,13-07-2023 05.10,2023-07-13 05:23:38,22.84,32.0
18-04-2023 17.40,18-04-2023 18.06,2023-04-18 18:08:27,25.51,39.0
05-03-2024 23.28,05-03-2024 23.51,2024-03-05 23:59:20,,10.0
01-11-2023 16.49,01-11-2023 17.10,2023-11-01 17:14:39,21.34,
28-01-2024 23.24,28-01-2024 23.45,2024-01-28 23:51:02,20.86,43.0
24-08-2023 03.40,24-08-2023 04.08,2023-08-24 04:18:25,28.22,39.0
26-07-2023 05.32,26-07-2023 05.52,2023-07-26 06:05:28,19.68,34.0
30-03-2023 6.51,30-03-2023 6.59,2023-03-30 06:59:13.600000000,-0.44,24.0
06-03-2024 22.34,06-03-2024 22.54,2024-03-06 23:06:47,20.01,20.0
30-03-2023 12.33,30-03-2023 12.38,2023-03-30 12:45:08.800000000,7.03,40.0
23-10-2023 07.16,23-10-2023 07.36,2023-10-23 07:44:23,20.05,25.0
,13-04-2023 03.37,2023-04-13 03:46:53,14.5,41.0
21-04-2023 11.44,2023-04-21 12:07,2023-04-21 12:12:43,23.45,24.0
23-01-2024 22.53,23-01-2024 23.12,2024-01-23 23:14:36,18.45,26.0
24-02-2024 06.47,2024-02-24 07:17,2024-02-24 07:25:51,30.13,39.0
30-03-2023 1.58,30-03-2023 2.01,2023-03-30 02:16:49.600000000,15.21,27.0
23-11-2023 03.28,23-11-2023 04.01,2023-11-23 04:10:51,32.54,
26-07-2023 18.10,26-07-2023 18.25,2023-07-26 18:36:37,60.08,9.0
18-06-2023 00.15,18-06-2023 00.41,2023-06-18 00:50:06,25.17,30.0
10-04-2023 00.48,2023-04-10 01:08,2023-04-10 01:10:14,19.89,16.0
14-01-2024 20.17,14-01-2024 20.50,2024-01-14 21:04:01,33.73,60.0
2023/09/20 22:09:24,20-09-2023 22.28,20-09-2023 22:35:21.810458,19.04,39.0
08-08-2023 06.50,08-08-2023 07.09,2023-08-08 07:13:51,18.9,31.0
21-10-2023 21.38,21-10-2023 21.57,2023-10-21 22:10:42,19.29,6.0
30-03-2023 10.31,30-03-2023 10.37,2023-03-30 10:48:41.000000000,11.3,32.0
30-08-2023 05.42,2023-08-30 06:19,2023-08-30 06:36:09,37.03,44.0
08-01-2024 11.20,08-01-2024 11.44,2024-01-08 11:59:12,23.7,34.0
,14-09-2023 14.35,2023-09-14 14:43:37,22.45,47.0
01-12-2023 06.58,01-12-2023 07.36,2023-12-01 07:47:25,38.21,40.0
24-09-2023 17.56,24-09-2023 18.14,2023-09-24 18:28:52,18.14,36.0
10-04-2023 21.40,10-04-2023 22.14,2023-04-10 22:27:48,33.61,58.0
01-02-2024 22.07,01-02-2024 22.45,2024-02-01 22:50:51,37.22,38.0
30-06-2023 19.30,30-06-2023 19.49,2023-06-30 19:56:09,18.3,19.0
08-11-2023 11.13,08-11-2023 11.25,2023-11-08 11:33:54,12.03,13.0
16-02-2024 14.24,16-02-2024 14.37,2024-02-16 14:53:09,12.57,29.0
,26-07-2023 06.19,2023-07-26 06:28:53,28.84,29.0
21-02-2024 14.36,21-02-2024 15.02,2024-02-21 15:14:58,26.4,71.0
30-03-2023 10.31,30-03-2023 10.32,2023-03-30 10:39:00.200000000,6.62,32.0
2023/09/12 02:59:56,12-09-2023 03.14,2023-09-12 03:25:33,15.02,2.0
30-03-2023 2.36,30-03-2023 2.38,2023-03-30 02:46:10.799999999,8.03,17.0
02-03-2024 08.04,02-03-2024 08.15,2024-03-02 08:24:57,11.16,18.0
06-01-2024 03.05,06-01-2024 03.24,2024-01-06 03:35:04,18.45,42.0
28-05-2023 10.55,28-05-2023 11.17,2023-05-28 11:26:51,22.66,43.0
24-12-2023 21.35,24-12-2023 22.00,2023-12-24 22:17:10,25.37,28.0
17-02-2024 02.56,17-02-2024 03.23,2024-02-17 03:30:06,26.53,26.0
20-08-2023 23.49,21-08-2023 00.14,2023-08-21 00:18:15,24.67,43.0
29-04-2023 19.53,29-04-2023 20.13,2023-04-29 20:23:00,19.82,35.0
25-06-2023 16.32,25-06-2023 16.45,2023-06-25 16:51:39,12.17,20.0
,12-11-2023 10.52,2023-11-12 11:00:24,,40.0
30-05-2023 17.47,30-05-2023 18.15,2023-05-30 18:29:18,28.51,44.0
30-03-2023 11.32,30-03-2023 11.32,2023-03-30 11:36:39.200000000,4.17,2.0
12-04-2023 15.00,12-04-2023 15.32,2023-04-12 15:44:43,32.67,220.0
21-12-2023 09.02,21-12-2023 09.15,2023-12-21 09:34:45,12.86,27.0
04-10-2023 09.05,04-10-2023 09.25,2023-10-04 09:36:59,20.18,26.0
16-01-2024 18.12,16-01-2024 18.41,2024-01-16 18:57:04,28.73,42.0
05-02-2024 03.24,05-02-2024 03.57,05-02-2024 04:24:27.452638,33.62,31.0
17-12-2023 13.20,17-12-2023 13.45,2023-12-17 13:59:27,25.18,28.0
04-09-2023 19.37,04-09-2023 19.57,2023-09-04 20:03:32,20.64,20.0
23-01-2024 21.44,23-01-2024 21.54,2024-01-23 21:56:09,,33.0
01-12-2023 18.05,01-12-2023 18.35,2023-12-01 18:45:42,29.52,30.0
29-11-2023 04.08,29-11-2023 04.19,2023-11-29 04:28:55,10.8,24.0
24-11-2023 14.39,24-11-2023 14.52,2023-11-24 14:58:59,13.0,29.0
20-05-2023 04.08,20-05-2023 04.23,2023-05-20 04:26:52,88.22,28.0
31-01-2024 08.01,31-01-2024 08.23,2024-01-31 08:39:18,21.5,37.0
2023/06/28 18:41:39,28-06-2023 19.10,2023-06-28 19:19:39,28.99,47.0
10-02-2024 05.04,10-02-2024 05.27,2024-02-10 05:39:44,22.38,29.0
2023-06-10 22:35,10-06-2023 22.22,2023-06-10 22:54:03,13.58,6.0
15-06-2023 15.11,15-06-2023 15.34,2023-06-15 15:41:46,22.24,23.0
2023/10/13 20:46:44,13-10-2023 21.03,2023-10-13 21:05:43,16.99,20.0
13-02-2024 06.51,13-02-2024 07.19,2024-02-13 07:31:18,27.32,50.0
12-01-2024 14.28,12-01-2024 14.44,2024-01-12 14:47:22,16.55,38.0
30-03-2023 20.49,30-03-2023 20.57,2023-03-30 21:07:11.600000000,9.26,22.0
22-03-2024 12.30,22-03-2024 12.54,2024-03-22 13:04:57,23.55,30.0
04-11-2023 21.20,04-11-2023 21.40,2023-11-04 21:45:57,20.35,26.0
20-07-2023 13.09,20-07-2023 13.38,2023-07-20 13:40:27,28.53,44.0
02-03-2024 01.31,2024-03-02 02:08,2024-03-02 02:26:43,36.77,48.0
24-03-2024 03.00,2024-03-24 03:20,24-03-2024 03:25:24.003566,19.93,24.0
08-07-2023 08.54,08-07-2023 09.11,2023-07-08 09:17:17,16.55,30.0
09-03-2024 07.20,09-03-2024 07.45,09-03-2024 07:54:48.264700,24.61,33.0
14-06-2023 23.57,15-06-2023 00.12,2023-06-15 00:33:05,14.94,13.0
04-12-2023 03.23,2023-12-04 03:35,2023-12-04 03:37:55,12.5,22.0
03-12-2023 16.36,03-12-2023 17.04,2023-12-03 17:19:10,27.32,47.0
13-10-2023 23.16,13-10-2023 23.36,2023-10-13 23:53:18,20.07,28.0
16-12-2023 16.07,16-12-2023 16.29,2023-12-16 16:48:03,21.7,32.0
31-08-2023 05.13,31-08-2023 05.22,2023-08-31 05:32:44,9.42,11.0
,2023-11-02 02:46,2023-11-02 02:51:30,29.18,40.0
13-09-2023 09.09,13-09-2023 09.34,2023-09-13 09:46:20,25.16,35.0
01-06-2023 22.44,01-06-2023 23.09,01-06-2023 23:24:03.725255,24.89,
02-02-2024 15.58,02-02-2024 16.14,2024-02-02 16:28:31,15.64,27.0
19-11-2023 04.14,2023-11-19 04:34,2023-11-19 04:41:34,20.3,35.0
10-09-2023 04.56,10-09-2023 05.20,2023-09-10 05:30:08,24.25,31.0
03-02-2024 23.06,03-02-2024 23.27,2024-02-03 23:35:31,21.83,22.0
,30-03-2023 9.49,2023-03-30 09:57:23.800000000,8.33,10.0
30-03-2023 10.31,30-03-2023 10.41,2023-03-30 10:47:42.800000000,6.33,32.0
15-04-2023 07.17,15-04-2023 07.55,2023-04-15 08:02:43,37.54,51.0
30-03-2023 2.36,30-03-2023 2.38,2023-03-30 02:44:37.200000000,6.47,17.0
09-03-2024 20.34,09-03-2024 20.51,2024-03-09 21:00:13,17.19,27.0
01-03-2024 04.30,01-03-2024 04.50,2024-03-01 04:52:34,20.07,18.0
28-06-2023 01.28,28-06-2023 01.45,2023-06-28 01:53:18,,37.0
2024/01/10 10:19:53,10-01-2024 10.33,2024-01-10 10:49:35,13.9,5.0
28-10-2023 14.22,28-10-2023 14.38,2023-10-28 14:51:24,15.12,22.0
2023/12/28 15:35:20,28-12-2023 16.05,2023-12-28 16:13:53,29.84,38.0
13-04-2023 05.37,13-04-2023 05.56,13-04-2023 05:59:23.517323,19.12,10.0
10-06-2023 20.09,10-06-2023 20.34,2023-06-10 20:49:35,25.31,42.0
13-04-2023 16.47,13-04-2023 17.08,2023-04-13 17:17:59,,28.0
30-03-2023 3.02,30-03-2023 3.02,2023-03-30 03:14:32.400000000,12.29,45.0
02-06-2023 01.12,02-06-2023 01.31,2023-06-02 01:43:49,18.97,12.0
30-06-2023 10.41,30-06-2023 11.04,2023-06-30 11:11:49,23.89,29.0
30-03-2023 21.09,30-03-2023 21.09,2023-03-30 21:17:24.599999999,7.56,44.0
31-01-2024 19.40,31-01-2024 20.06,2024-01-31 20:08:42,26.2,54.0
11-03-2024 19.49,11-03-2024 20.08,2024-03-11 20:19:12,18.77,29.0
10-09-2023 17.32,10-09-2023 18.08,2023-09-10 18:19:12,35.92,38.0
14-09-2023 22.17,14-09-2023 22.25,2023-09-14 22:29:42,8.31,24.0
08-04-2023 16.07,08-04-2023 16.32,2023-04-08 16:49:24,25.28,44.0
31-10-2023 09.13,31-10-2023 09.30,2023-10-31 09:44:26,16.58,12.0
16-09-2023 17.07,16-09-2023 16.48,16-09-2023 17:21:20.357574,19.44,40.0
20-08-2023 16.22,20-08-2023 16.48,2023-08-20 17:01:08,26.74,41.0
30-03-2023 14.12,30-03-2023 14.13,2023-03-30 14:27:32.600000000,14.01,17.0
07-01-2024 11.57,07-01-2024 12.12,2024-01-07 12:21:53,14.88,26.0
30-03-2023 12.33,30-03-2023 12.41,2023-03-30 12:57:34.000000000,16.45,40.0
