arrival_time,start_time,finish_time,wait_time,queue_length
30-09-2023 13.00,30-09-2023 13.01,2023-09-30 13:02:00,1.0,14.0
20-06-2024 12.34,20-06-2024 13.15,2024-06-20 13:26:21,41.3,57.0
01-01-2024 12.58,01-01-2024 13.17,2024-01-01 13:33:52,19.82,17.0
04-05-2023 14.37,04-05-2023 14.51,2023-05-04 15:06:25,14.31,42.0
22-05-2024 12.09,22-05-2024 12.32,2024-05-22 12:37:58,23.8,32.0
11-08-2023 10.17,11-08-2023 10.38,2023-08-11 10:48:40,21.22,30.0
12-04-2024 10.44,12-04-2024 11.02,2024-04-12 11:03:36,18.56,28.0
26-02-2024 13.44,26-02-2024 13.56,2024-02-26 14:10:10,12.82,25.0
10-10-2024 15.45,10-10-2024 15.46,2024-10-10 15:47:00,1.0,25.0
16-11-2024 12.21,16-11-2024 12.46,2024-11-16 12:56:59,25.02,48.0
10-08-2024 13.00,10-08-2024 13.01,2024-08-10 13:02:00,1.0,25.0
01-04-2023 12.00,01-04-2023 12.18,2023-04-01 12:26:28,17.33,38.0
2023/05/15 13:46:00,15-05-2023 14.11,2023-05-15 14:24:10,25.54,25.0
14-12-2023 09.05,14-12-2023 09.38,2023-12-14 09:44:56,33.77,55.0
30-05-2024 15.45,30-05-2024 15.46,2024-05-30 15:47:00,1.0,25.0
28-09-2023 13.22,28-09-2023 13.45,2023-09-28 13:55:18,23.61,37.0
10-11-2023 10.10,10-11-2023 10.42,2023-11-10 10:45:32,32.18,42.0
05-03-2024 14.14,05-03-2024 14.38,2024-03-05 14:52:24,24.82,28.0
20-04-2023 13.05,20-04-2023 13.26,2023-04-20 13:38:48,21.3,42.0
11-02-2023 13.00,11-02-2023 13.01,2023-02-11 13:02:00,1.0,
27-02-2023 10.38,27-02-2023 11.01,2023-02-27 11:11:57,23.09,37.0
30-05-2024 12.26,30-05-2024 12.38,2024-05-30 12:42:50,12.46,40.0
19-12-2023 15.38,19-12-2023 15.44,2023-12-19 15:45:00,6.0,27.0
10-07-2024 09.35,10-07-2024 10.05,2024-07-10 10:09:49,30.68,47.0
23-06-2023 12.25,23-06-2023 13.12,2023-06-23 13:22:32,47.19,57.0
31-08-2024 10.09,31-08-2024 10.58,2024-08-31 11:07:55,49.14,22.0
17-02-2023 10.24,17-02-2023 10.59,2023-02-17 11:10:20,35.85,25.0
06-03-2024 12.09,06-03-2024 12.28,2024-03-06 12:38:50,19.14,26.0
27-07-2024 10.53,27-07-2024 11.10,2024-07-27 11:12:48,17.79,27.0
07-11-2023 15.43,07-11-2023 15.44,2023-11-07 15:45:00,1.0,25.0
2023/06/02 13:29:00,02-06-2023 13.59,2023-06-02 14:10:30,30.6,54.0
2023/10/30 13:15:00,30-10-2023 13.27,2023-10-30 13:38:21,12.28,6.0
2023/12/23 10:40:00,23-12-2023 11.06,2023-12-23 11:19:38,26.87,39.0
18-07-2024 11.49,18-07-2024 12.05,2024-07-18 12:16:42,16.64,47.0
22-06-2023 15.30,22-06-2023 15.43,2023-06-22 15:45:00,13.42,8.0
04-05-2023 11.13,04-05-2023 11.38,2023-05-04 11:50:18,25.34,17.0
06-09-2024 14.13,06-09-2024 15.44,2024-09-06 15:45:00,91.0,47.0
11-07-2023 14.50,11-07-2023 15.08,2023-07-11 15:17:43,18.73,37.0
03-06-2023 10.22,03-06-2023 11.27,2023-06-03 11:43:00,65.09,32.0
03-04-2023 14.09,03-04-2023 14.31,2023-04-03 14:38:23,22.55,20.0
27-02-2024 10.17,27-02-2024 10.45,2024-02-27 11:00:38,28.84,31.0
16-10-2024 11.33,16-10-2024 11.51,2024-10-16 12:01:58,18.11,32.0
09-12-2023 13.00,09-12-2023 13.01,2023-12-09 13:02:00,1.0,17.0
12-07-2024 12.27,12-07-2024 13.01,2024-07-12 13:17:24,34.34,62.0
2024/06/15 10:33:00,15-06-2024 11.01,2024-06-15 11:04:11,28.08,62.0
26-05-2023 11.26,26-05-2023 11.55,2023-05-26 12:08:06,28.66,70.0
13-11-2024 12.20,13-11-2024 12.41,2024-11-13 12:55:22,21.96,26.0
26-10-2024 10.27,26-10-2024 10.40,2024-10-26 10:58:50,13.26,0.0
24-08-2023 10.59,24-08-2023 11.20,2023-08-24 11:29:58,21.47,24.0
04-10-2024 15.20,04-10-2024 15.44,2024-10-04 15:45:00,24.0,58.0
05-06-2023 15.45,05-06-2023 15.46,2023-06-05 15:47:00,1.0,25.0
16-04-2024 14.09,16-04-2024 14.21,2024-04-16 14:37:10,12.84,
06-01-2024 13.00,06-01-2024 13.01,2024-01-06 13:02:00,1.0,42.0
19-07-2024 12.42,19-07-2024 12.52,2024-07-19 13:01:15,10.74,40.0
2024/05/04 13:00:00,04-05-2024 13.01,2024-05-04 13:02:00,1.0,16.0
20-12-2023 15.10,20-12-2023 15.36,2023-12-20 15:45:00,26.03,38.0
12-06-2024 11.17,12-06-2024 11.46,2024-06-12 11:55:37,29.55,64.0
17-09-2024 14.22,17-09-2024 14.25,2024-09-17 14:30:11,3.52,17.0
25-10-2024 09.17,25-10-2024 09.31,2024-10-25 09:44:06,14.24,36.0
29-02-2024 13.49,29-02-2024 13.57,2024-02-29 14:06:00,8.79,25.0
20-07-2023 15.27,20-07-2023 15.44,2023-07-20 15:45:00,17.0,43.0
28-06-2023 14.01,28-06-2023 14.22,2023-06-28 14:30:23,21.11,27.0
07-06-2024 09.44,07-06-2024 09.58,2024-06-07 10:12:56,14.81,22.0
10-01-2023 12.49,10-01-2023 13.12,2023-01-10 13:31:28,23.03,
20-10-2023 10.27,20-10-2023 10.46,2023-10-20 10:57:43,19.86,20.0
2024/06/28 12:32:00,28-06-2024 12.55,2024-06-28 13:07:18,23.75,33.0
13-01-2023 15.26,13-01-2023 15.44,2023-01-13 15:45:00,18.0,35.0
2024/02/02 09:57:00,02-02-2024 10.01,2024-02-02 10:03:38,4.76,10.0
25-11-2024 15.15,25-11-2024 15.40,2024-11-25 15:45:00,25.51,25.0
28-07-2023 13.11,28-07-2023 13.24,2023-07-28 13:35:20,13.34,18.0
18-01-2024 12.12,18-01-2024 12.55,2024-01-18 13:04:47,43.41,57.0
2023/10/28 13:00:00,28-10-2023 13.01,2023-10-28 13:02:00,1.0,8.0
27-11-2024 09.54,27-11-2024 10.07,2024-11-27 10:23:13,13.31,10.0
22-04-2024 11.40,22-04-2024 12.01,2024-04-22 12:20:51,21.63,47.0
20-02-2023 13.00,20-02-2023 13.21,2023-02-20 13:32:23,21.68,0.0
31-07-2024 09.19,31-07-2024 09.43,2024-07-31 09:50:48,24.48,35.0
10-10-2024 12.00,10-10-2024 12.24,2024-10-10 12:30:28,24.21,35.0
15-08-2024 13.58,15-08-2024 14.12,2024-08-15 14:28:40,,25.0
02-11-2023 14.07,02-11-2023 14.26,2023-11-02 14:29:33,19.48,8.0
2023/09/09 11:50:00,09-09-2023 12.16,2023-09-09 12:33:19,26.91,14.0
22-09-2023 11.08,22-09-2023 11.25,2023-09-22 11:36:47,17.45,23.0
2023/02/21 11:39:00,21-02-2023 12.01,2023-02-21 12:19:25,22.76,47.0
,06-08-2024 12.18,2024-08-06 12:25:17,36.68,36.0
07-02-2024 13.21,07-02-2024 13.37,2024-02-07 13:48:52,16.8,17.0
10-04-2024 12.29,10-04-2024 12.43,2024-04-10 12:58:29,14.19,40.0
12-08-2024 13.01,12-08-2024 13.20,2024-08-12 13:24:52,19.17,37.0
2023/01/13 09:02:00,13-01-2023 09.32,2023-01-13 09:48:25,30.53,32.0
08-09-2023 11.31,08-09-2023 11.58,2023-09-08 12:08:10,27.25,39.0
05-08-2023 09.00,05-08-2023 09.36,2023-08-05 09:40:08,36.58,56.0
29-04-2023 13.00,29-04-2023 13.01,2023-04-29 13:02:00,1.0,15.0
06-01-2024 11.47,06-01-2024 12.12,2024-01-06 12:27:42,25.87,32.0
06-03-2023 14.36,06-03-2023 14.50,2023-03-06 14:59:45,14.92,17.0
21-10-2024 15.45,21-10-2024 15.46,2024-10-21 15:47:00,1.0,25.0
2024/02/21 10:43:00,21-02-2024 11.15,2024-02-21 11:31:00,32.29,37.0
14-04-2023 14.11,14-04-2023 14.20,2023-04-14 14:28:22,9.64,14.0
,08-01-2024 11.21,2024-01-08 11:37:00,18.77,33.0
17-03-2023 13.32,17-03-2023 13.51,2023-03-17 14:11:47,19.56,36.0
05-09-2023 13.41,05-09-2023 14.01,2023-09-05 14:12:04,20.26,17.0
2024/11/30 12:59:00,30-11-2024 12.59,2024-11-30 13:00:00,0.0,44.0
2024/02/21 10:44:00,21-02-2024 10.48,2024-02-21 10:55:10,4.58,32.0
28-06-2024 15.10,28-06-2024 15.35,2024-06-28 15:45:00,25.45,41.0
2023/11/03 09:57:00,03-11-2023 10.28,2023-11-03 10:41:11,31.71,37.0
18-05-2024 13.00,18-05-2024 13.01,2024-05-18 13:02:00,1.0,25.0
2023/02/21 09:25:00,21-02-2023 09.51,2023-02-21 10:01:06,26.14,63.0
2024/04/18 13:00:00,18-04-2024 13.26,2024-04-18 13:48:48,26.76,40.0
22-07-2023 13.00,22-07-2023 13.01,2023-07-22 13:02:00,1.0,32.0
06-05-2023 12.53,06-05-2023 12.59,2023-05-06 13:00:00,6.0,35.0
31-08-2023 11.24,31-08-2023 11.53,2023-08-31 12:06:58,29.99,42.0
22-06-2023 11.40,22-06-2023 12.12,2023-06-22 12:18:14,32.59,39.0
18-08-2023 13.23,18-08-2023 13.39,2023-08-18 13:53:24,16.98,32.0
22-11-2023 12.01,22-11-2023 12.26,2023-11-22 12:32:13,25.85,29.0
19-10-2023 12.47,19-10-2023 13.12,2023-10-19 13:22:19,25.63,41.0
2023/09/09 12:55:00,09-09-2023 12.59,2023-09-09 13:00:00,4.0,6.0
25-07-2024 10.19,25-07-2024 10.42,2024-07-25 10:50:36,23.26,34.0
01-06-2024 12.37,01-06-2024 12.57,2024-06-01 13:00:00,20.86,143.0
18-12-2023 12.27,18-12-2023 12.48,2023-12-18 13:02:19,21.02,22.0
02-08-2023 10.37,02-08-2023 10.47,2023-08-02 11:02:38,10.78,32.0
09-02-2023 15.44,09-02-2023 15.44,2023-02-09 15:45:00,0.0,38.0
15-04-2023 09.06,15-04-2023 09.24,2023-04-15 09:32:24,18.2,39.0
03-05-2024 14.47,03-05-2024 15.07,2024-05-03 15:30:53,20.22,32.0
02-12-2024 15.36,02-12-2024 15.44,2024-12-02 15:45:00,8.0,25.0
05-03-2024 14.02,05-03-2024 14.25,2024-03-05 14:26:31,23.52,36.0
18-01-2023 10.27,18-01-2023 10.52,2023-01-18 11:03:48,25.03,30.0
15-08-2024 15.45,15-08-2024 15.46,2024-08-15 15:47:00,1.0,25.0
23-02-2023 09.08,23-02-2023 09.49,2023-02-23 09:58:51,41.83,44.0
28-02-2023 11.27,28-02-2023 11.51,2023-02-28 11:57:59,23.72,30.0
09-09-2023 9.46,09-09-2023 11.55,2023-09-09 12:08:21,129.18,28.0
30-01-2023 10.49,30-01-2023 11.12,2023-01-30 11:20:18,23.24,27.0
21-04-2023 11.46,21-04-2023 12.04,2023-04-21 12:14:43,18.73,47.0
2023/02/20 10:36:00,20-02-2023 10.50,2023-02-20 10:51:49,14.83,37.0
25-03-2024 14.11,25-03-2024 14.32,2024-03-25 14:43:31,21.16,14.0
14-10-2023 13.00,14-10-2023 13.01,2023-10-14 13:02:00,1.0,41.0
17-01-2024 09.45,17-01-2024 10.12,2024-01-17 10:22:40,27.62,26.0
16-10-2023 12.43,16-10-2023 12.57,2023-10-16 13:07:54,14.48,36.0
08-04-2024 15.38,08-04-2024 15.44,2024-04-08 15:45:00,6.0,25.0
02-02-2023 12.17,02-02-2023 12.46,2023-02-02 13:01:24,29.61,44.0
2023/05/27 10:10:00,27-05-2023 10.17,2023-05-27 10:28:44,7.79,32.0
04-09-2024 11.42,04-09-2024 12.00,2024-09-04 12:10:58,18.62,31.0
10-04-2024 15.31,10-04-2024 15.44,2024-04-10 15:45:00,13.0,30.0
17-07-2024 12.29,17-07-2024 12.31,2024-07-17 12:40:33,2.4,40.0
03-07-2024 09.00,03-07-2024 09.23,2024-07-03 09:35:13,23.06,34.0
15-11-2024 10.12,15-11-2024 10.38,2024-11-15 11:01:05,26.83,153.0
24-08-2024 12.09,24-08-2024 12.31,2024-08-24 12:43:14,22.47,33.0
2023/09/30 09:55:00,30-09-2023 10.13,2023-09-30 10:21:33,18.06,31.0
16-09-2023 10.05,16-09-2023 10.45,2023-09-16 11:01:57,40.05,34.0
18-08-2023 14.19,18-08-2023 14.33,2023-08-18 14:45:44,14.71,0.0
28-11-2024 12.31,28-11-2024 12.39,2024-11-28 12:47:21,8.93,31.0
15-11-2023 11.53,15-11-2023 12.17,2023-11-15 12:20:32,24.74,38.0
2023/04/24 09:51:00,24-04-2023 10.08,2023-04-24 10:12:35,17.88,18.0
23-10-2024 14.27,23-10-2024 14.53,2024-10-23 15:06:05,26.73,18.0
04-11-2024 11.52,04-11-2024 12.08,2024-11-04 12:24:27,16.38,20.0
09-02-2023 14.32,09-02-2023 14.55,2023-02-09 15:02:22,23.84,45.0
2023/09/29 09:22:00,29-09-2023 09.57,2023-09-29 10:02:51,35.84,42.0
08-04-2024 11.02,08-04-2024 11.22,2024-04-08 11:30:46,20.07,30.0
09-06-2023 13.33,09-06-2023 13.52,2023-06-09 14:02:08,19.44,28.0
2024/05/07 12:50:00,07-05-2024 13.19,2024-05-07 13:30:35,29.08,41.0
05-07-2024 9.43,05-07-2024 09.57,2024-07-05 10:17:49,14.29,19.0
21-08-2024 10.40,21-08-2024 10.58,2024-08-21 10:59:11,18.17,24.0
29-10-2024 12.10,29-10-2024 12.33,2024-10-29 12:41:38,23.21,28.0
26-09-2024 09.41,26-09-2024 10.01,2024-09-26 10:11:32,20.85,33.0
14-09-2023 12.37,14-09-2023 13.01,2023-09-14 13:21:51,24.26,20.0
2024/07/12 09:13:00,12-07-2024 09.38,2024-07-12 09:47:38,25.89,32.0
06-06-2024 14.23,06-06-2024 14.36,2024-06-06 14:42:07,13.73,26.0
11-03-2024 15.37,11-03-2024 15.44,2024-03-11 15:45:00,7.0,41.0
2024/01/29 15:35:00,29-01-2024 15.44,2024-01-29 15:45:00,,16.0
14-10-2023 9.58,14-10-2023 10.16,2023-10-14 10:36:12,18.49,26.0
2024/03/06 10:17:00,06-03-2024 10.27,2024-03-06 10:35:23,10.3,32.0
03-01-2024 13.42,03-01-2024 13.59,2024-01-03 14:12:45,17.74,32.0
2024/01/08 12:25:00,08-01-2024 13.10,2024-01-08 13:19:05,45.84,57.0
08-12-2023 15.28,08-12-2023 15.33,2023-12-08 15:45:00,5.45,15.0
07-09-2023 10.40,07-09-2023 10.43,2023-09-07 10:48:57,3.03,32.0
29-12-2023 09.19,29-12-2023 09.40,2023-12-29 09:55:43,21.94,33.0
09-03-2024 10.21,09-03-2024 10.50,2024-03-09 11:03:57,29.1,41.0
2024/09/19 11:21:00,19-09-2024 11.45,2024-09-19 12:00:17,24.59,24.0
18-04-2023 9.46,18-04-2023 10.04,2023-04-18 10:06:57,18.6,26.0
29-01-2024 11.44,29-01-2024 12.14,2024-01-29 12:18:46,30.73,36.0
07-06-2023 15.39,07-06-2023 15.44,2023-06-07 15:45:00,5.0,25.0
28-05-2024 09.14,28-05-2024 09.25,2024-05-28 09:31:10,11.17,5.0
13-11-2023 09.10,13-11-2023 09.41,2023-11-13 09:47:14,31.67,42.0
08-10-2024 10.46,08-10-2024 10.53,2024-10-08 10:59:14,7.99,32.0
,17-07-2024 15.44,2024-07-17 15:45:00,8.0,25.0
18-03-2023 10.39,18-03-2023 10.55,2023-03-18 11:08:12,16.7,32.0
2023/07/07 10:33:00,07-07-2023 11.04,2023-07-07 11:16:36,31.93,32.0
08-03-2023 13.12,08-03-2023 13.29,2023-03-08 13:39:42,17.5,25.0
18-12-2023 13.06,18-12-2023 13.32,2023-12-18 13:35:30,26.99,53.0
11-02-2023 13.00,11-02-2023 13.01,2023-02-11 13:02:00,1.0,28.0
28-06-2024 14.36,28-06-2024 14.51,2024-06-28 14:54:57,15.7,20.0
08-08-2024 11.00,08-08-2024 11.24,2024-08-08 11:40:08,24.59,24.0
23-07-2024 10.41,23-07-2024 10.44,2024-07-23 10:51:24,3.92,32.0
23-02-2023 11.57,23-02-2023 12.12,2023-02-23 12:25:59,15.39,28.0
11-04-2023 11.24,11-04-2023 11.58,2023-04-11 12:09:32,34.05,28.0
09-02-2023 11.48,09-02-2023 12.17,2023-02-09 12:19:05,29.97,
04-02-2023 12.35,04-02-2023 12.48,2023-02-04 13:00:00,13.71,40.0
02-03-2024 10.39,02-03-2024 11.13,2024-03-02 11:25:17,34.98,19.0
18-06-2024 09.49,18-06-2024 10.22,2024-06-18 10:36:08,33.17,37.0
01-02-2024 14.38,01-02-2024 15.10,2024-02-01 15:22:19,32.04,31.0
07-03-2023 13.08,07-03-2023 13.22,2023-03-07 13:34:31,14.74,18.0
29-03-2023 14.17,29-03-2023 14.35,2023-03-29 14:46:19,18.74,35.0
11-08-2023 11.12,11-08-2023 11.36,2023-08-11 11:41:50,24.71,33.0
01-02-2024 12.02,01-02-2024 12.14,2024-02-01 12:26:52,12.28,7.0
12-01-2023 10.00,12-01-2023 10.16,2023-01-12 10:19:29,16.32,18.0
2024/07/23 11:13:00,23-07-2024 11.39,2024-07-23 11:52:39,25.95,34.0
07-06-2023 15.19,07-06-2023 15.29,2023-06-07 15:43:31,10.08,4.0
14-11-2023 15.45,14-11-2023 15.46,2023-11-14 15:47:00,1.0,25.0
07-02-2024 10.40,07-02-2024 11.06,2024-02-07 11:17:32,26.23,37.0
07-12-2023 09.04,07-12-2023 09.31,2023-12-07 09:43:54,27.2,21.0
07-06-2023 11.59,07-06-2023 12.16,2023-06-07 12:23:40,17.8,21.0
2024/07/25 12:19:00,25-07-2024 12.41,2024-07-25 12:49:29,21.91,43.0
18-03-2023 13.00,18-03-2023 13.01,2023-03-18 13:02:00,1.0,33.0
12-01-2023 11.19,12-01-2023 11.37,2023-01-12 11:51:56,18.82,3.0
30-05-2023 14.12,30-05-2023 14.30,2023-05-30 14:36:58,18.99,32.0
30-04-2024 13.29,30-04-2024 13.47,2024-04-30 13:56:49,18.14,32.0
29-05-2024 09.03,29-05-2024 09.45,2024-05-29 09:56:33,42.74,
08-07-2023 13.00,08-07-2023 13.01,2023-07-08 13:02:00,1.0,15.0
19-06-2024 09.09,19-06-2024 09.44,2024-06-19 09:48:24,35.51,56.0
2024/11/07 12:41:00,07-11-2024 12.55,2024-11-07 13:00:24,14.47,143.0
22-07-2024 14.18,22-07-2024 14.29,2024-07-22 14:40:42,11.05,20.0
2023/12/22 11:04:00,22-12-2023 11.18,2023-12-22 11:27:56,14.26,13.0
03-03-2023 10.20,03-03-2023 10.50,2023-03-03 11:00:37,30.37,33.0
01-07-2024 14.10,01-07-2024 14.26,2024-07-01 14:43:48,16.67,17.0
01-11-2024 14.43,01-11-2024 15.06,2024-11-01 15:18:39,23.23,43.0
24-06-2024 11.31,24-06-2024 12.02,2024-06-24 12:14:46,30.58,70.0
2023/11/04 13:00:00,04-11-2023 13.01,2023-11-04 13:02:00,1.0,34.0
19-09-2024 11.47,19-09-2024 12.14,2024-09-19 12:25:27,26.99,30.0
2024/09/26 11:58:00,26-09-2024 12.22,2024-09-26 12:36:44,24.76,32.0
27-02-2024 9.00,27-02-2024 09.24,2024-02-27 09:34:02,24.98,
11-04-2023 09.12,11-04-2023 09.29,2023-04-11 09:36:14,17.29,31.0
24-01-2024 12.27,24-01-2024 12.35,2024-01-24 12:46:08,8.17,600.0
19-08-2024 11.18,19-08-2024 11.45,2024-08-19 12:02:15,27.57,47.0
2024/04/09 10:17:00,09-04-2024 10.22,2024-04-09 10:26:26,,
2024/04/20 11:45:00,20-04-2024 11.59,2024-04-20 12:16:19,14.74,21.0
30-09-2023 13.00,30-09-2023 13.01,2023-09-30 13:02:00,1.0,28.0
10-08-2023 10.09,10-08-2023 10.49,2023-08-10 11:04:50,40.35,34.0
03-08-2024 10.02,03-08-2024 10.24,2024-08-03 10:32:02,22.77,28.0
03-06-2024 11.59,03-06-2024 12.28,2024-06-03 12:35:55,29.12,22.0
21-10-2024 10.42,21-10-2024 11.07,2024-10-21 11:09:11,25.49,19.0
23-05-2024 14.38,23-05-2024 15.02,2024-05-23 15:20:53,24.56,33.0
25-07-2023 13.53,25-07-2023 14.10,2023-07-25 14:20:39,17.51,25.0
2024/03/22 10:36:00,22-03-2024 11.10,2024-03-22 11:16:31,34.47,36.0
25-03-2024 09.30,25-03-2024 09.49,2024-03-25 10:07:57,19.49,45.0
31-07-2024 12.24,31-07-2024 12.53,2024-07-31 13:07:17,29.83,38.0
21-06-2023 14.09,21-06-2023 14.19,2023-06-21 14:36:00,10.92,25.0
2023/02/09 15:19:00,09-02-2023 15.44,2023-02-09 15:45:00,24.51,41.0
24-05-2023 12.44,24-05-2023 12.54,2023-05-24 13:02:04,10.29,40.0
06-10-2023 10.56,06-10-2023 11.12,2023-10-06 11:26:30,16.21,16.0
20-04-2023 12.01,20-04-2023 12.27,2023-04-20 12:35:50,26.71,45.0
2024/02/22 13:01:00,22-02-2024 13.35,2024-02-22 13:43:44,,57.0
30-05-2024 10.19,30-05-2024 10.34,2024-05-30 10:39:36,15.88,21.0
15-05-2024 15.27,15-05-2024 15.44,2024-05-15 15:45:00,17.0,43.0
20-10-2023 11.19,20-10-2023 11.39,2023-10-20 11:42:39,20.29,29.0
23-08-2023 12.40,23-08-2023 13.04,2023-08-23 13:23:48,24.8,41.0
11-07-2023 11.49,11-07-2023 12.23,2023-07-11 12:34:20,34.96,54.0
10-02-2024 09.00,10-02-2024 09.21,2024-02-10 09:29:45,21.39,29.0
31-08-2023 13.55,31-08-2023 14.03,2023-08-31 14:08:51,8.19,32.0
09-09-2023 12.09,09-09-2023 12.34,2023-09-09 12:44:58,25.19,41.0
25-03-2024 09.55,25-03-2024 10.25,2024-03-25 10:30:08,30.12,47.0
31-05-2024 10.28,31-05-2024 10.39,2024-05-31 10:47:59,11.67,32.0
18-01-2024 09.55,18-01-2024 10.04,2024-01-18 10:11:52,9.18,10.0
06-02-2024 14.16,06-02-2024 14.37,2024-02-06 14:43:43,21.41,8.0
16-09-2023 10.24,16-09-2023 10.47,2023-09-16 10:52:59,23.53,45.0
29-07-2023 13.00,29-07-2023 13.01,2023-07-29 13:02:00,1.0,43.0
11-05-2024 09.30,11-05-2024 09.49,2024-05-11 09:55:05,19.06,31.0
19-04-2023 12.09,19-04-2023 12.34,2023-04-19 12:48:23,25.59,38.0
2023/08/30 11:36:00,30-08-2023 12.08,2023-08-30 12:21:30,31.56,70.0
10-03-2023 11.24,10-03-2023 11.44,2023-03-10 11:53:07,,25.0
03-03-2023 13.33,03-03-2023 13.50,2023-03-03 14:02:21,,27.0
11-04-2023 11.47,11-04-2023 12.09,2023-04-11 12:25:06,22.46,23.0
24-05-2023 09.50,24-05-2023 10.10,2023-05-24 10:24:41,20.7,23.0
22-02-2023 14.56,22-02-2023 15.19,2023-02-22 15:23:44,23.07,58.0
13-05-2023 13.00,13-05-2023 13.01,2023-05-13 13:02:00,1.0,36.0
2024/01/13 11:56:00,13-01-2024 12.17,2024-01-13 12:27:25,21.3,28.0
13-01-2023 12.06,13-01-2023 12.21,2023-01-13 12:27:53,15.05,29.0
27-10-2023 11.50,27-10-2023 12.08,2023-10-27 12:27:37,18.89,29.0
22-08-2023 14.14,22-08-2023 14.25,2023-08-22 14:38:28,11.85,14.0
11-08-2023 13.43,11-08-2023 13.49,2023-08-11 13:56:34,6.94,171.0
2024/09/03 10:39:00,03-09-2024 10.41,2024-09-03 10:44:38,2.92,32.0
03-10-2023 10.36,03-10-2023 10.52,2023-10-03 11:07:59,16.89,21.0
01-09-2023 13.45,01-09-2023 14.13,2023-09-01 14:23:21,28.94,51.0
29-08-2023 13.53,29-08-2023 14.07,2023-08-29 14:20:13,14.98,25.0
11-11-2023 12.30,11-11-2023 12.45,2023-11-11 13:00:00,15.67,40.0
29-08-2023 10.44,29-08-2023 11.02,2023-08-29 11:09:06,18.98,39.0
23-09-2023 09.07,23-09-2023 09.31,2023-09-23 09:40:26,24.84,32.0
2023/02/07 09:01:00,07-02-2023 09.23,2023-02-07 09:33:32,22.36,35.0
03-10-2023 12.53,03-10-2023 13.17,2023-10-03 13:30:31,24.8,31.0
11-08-2023 11.44,11-08-2023 11.56,2023-08-11 12:01:59,12.97,27.0
13-05-2024 10.00,13-05-2024 10.33,2024-05-13 10:43:12,33.42,25.0
2023/04/05 11:32:00,05-04-2023 12.05,2023-04-05 12:15:00,33.69,50.0
19-11-2024 10.14,19-11-2024 10.39,2024-11-19 10:59:19,25.94,24.0
23-02-2024 10.44,23-02-2024 10.59,2024-02-23 11:17:01,15.53,16.0
05-07-2023 14.08,05-07-2023 14.29,2023-07-05 14:37:22,,35.0
11-01-2023 09.38,11-01-2023 10.12,2023-01-11 10:18:01,34.89,53.0
2023/02/21 10:45:00,21-02-2023 10.49,2023-02-21 10:54:33,4.84,32.0
03-06-2023 10.00,03-06-2023 10.24,2023-06-03 10:31:46,24.88,33.0
02-08-2023 10.53,02-08-2023 11.15,2023-08-02 11:18:43,22.5,19.0
2024/11/29 14:32:00,29-11-2024 15.12,2024-11-29 15:33:09,40.2,54.0
07-09-2024 13.00,07-09-2024 13.01,2024-09-07 13:02:00,1.0,25.0
25-11-2024 09.02,25-11-2024 09.15,2024-11-25 09:25:11,13.03,20.0
26-11-2024 13.18,26-11-2024 13.41,2024-11-26 13:44:27,23.76,33.0
01-12-2023 11.37,01-12-2023 11.58,2023-12-01 12:06:49,21.03,28.0
2023/08/09 15:01:00,09-08-2023 15.07,2023-08-09 15:17:12,6.92,32.0
25-02-2023 10.14,25-02-2023 10.49,2023-02-25 11:00:35,35.83,39.0
03-10-2023 12.54,03-10-2023 13.04,2023-10-03 13:13:28,10.39,17.0
15-07-2024 11.00,15-07-2024 11.30,2024-07-15 11:40:58,30.18,34.0
2024/10/04 13:04:00,04-10-2024 13.19,2024-10-04 13:31:19,15.42,34.0
26-04-2024 09.47,26-04-2024 10.15,2024-04-26 10:30:21,28.33,37.0
2024/07/15 14:38:00,15-07-2024 15.01,2024-07-15 15:11:22,23.06,36.0
2024/01/26 13:27:00,26-01-2024 14.01,2024-01-26 14:12:15,34.04,53.0
15-01-2024 10.01,15-01-2024 10.02,2024-01-15 10:06:37,1.0,10.0
2024/01/27 13:00:00,27-01-2024 13.01,2024-01-27 13:02:00,1.0,37.0
10-04-2024 12.02,10-04-2024 12.31,2024-04-10 12:41:52,29.94,48.0
20-04-2024 13.00,20-04-2024 13.01,2024-04-20 13:02:00,1.0,33.0
,10-01-2024 15.24,2024-01-10 15:36:08,28.23,46.0
23-05-2024 14.38,23-05-2024 14.55,2024-05-23 15:05:11,17.14,38.0
2023/02/02 11:02:00,02-02-2023 11.14,2023-02-02 11:28:00,12.5,22.0
23-01-2023 12.08,23-01-2023 12.32,2023-01-23 12:40:50,24.5,35.0
04-11-2023 10.14,04-11-2023 10.42,2023-11-04 10:54:24,28.71,41.0
2023/04/24 09:48:00,24-04-2023 10.10,2023-04-24 10:18:26,22.63,31.0
08-04-2023 13.00,08-04-2023 13.01,2023-04-08 13:02:00,1.0,43.0
2024/06/01 12:32:00,01-06-2024 12.43,2024-06-01 12:54:33,11.38,40.0
2024/02/03 09:32:00,03-02-2024 09.54,2024-02-03 10:06:35,22.28,31.0
27-03-2024 13.03,27-03-2024 13.35,2024-03-27 13:37:19,32.45,44.0
15-08-2023 09.51,15-08-2023 10.29,2023-08-15 10:34:06,38.13,63.0
08-12-2023 13.43,08-12-2023 14.14,2023-12-08 14:23:29,31.42,53.0
2024/10/11 14:27:00,11-10-2024 14.43,2024-10-11 14:57:11,16.94,41.0
